report_period_start,report_period_end,pod,namespace,node,resource_id,interval_start,interval_end,pod_usage_cpu_core_seconds,pod_request_cpu_core_seconds,pod_limit_cpu_core_seconds,pod_usage_memory_byte_seconds,pod_request_memory_byte_seconds,pod_limit_memory_byte_seconds,node_capacity_cpu_cores,node_capacity_cpu_core_seconds,node_capacity_memory_bytes,node_capacity_memory_byte_seconds,pod_labels
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_apiserver,openshift-kube-apiserver,aws_master,i-55555558,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,594.756,3600,3600,6493990551552.0,7730941132800,7730941132800,4,14400,8589934592,30923764531200,
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1a,install-test,aws_compute1,i-55555555,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,1067.616,3600,3600,12949326397440.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:dev|label_app:install-test|label_version:prod|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1b,install-test,aws_compute1,i-55555555,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,2711.7,3600,3600,7924214661119.999,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:alpha|label_app:install-test|label_version:prod|label_qa:approved|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2a,catalog,aws_compute1,i-55555555,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,2270.556,3600,3600,14302241095680.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:dev|label_app:catalog|label_version:prod
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2b,catalog,aws_compute1,i-55555555,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,896.724,3600,3600,8117488189440.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:dev|label_app:catalog|label_version:prod|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3a,cost-management,aws_compute2,i-55555556,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,1106.28,3600,3600,5952824672256.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:cost|label_version:beta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3b,cost-management,aws_compute2,i-55555556,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,2071.692,3600,3600,7692286427136.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:cost|label_version:beta|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4a,analytics,aws_compute3,i-55555557,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,3371.148,7200,7200,6493990551552.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:prod|label_app:analytics|label_version:gamma
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4b,analytics,aws_compute3,i-55555557,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,2126.448,7200,7200,14650133446656.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:prod|label_app:analytics|label_version:gamma|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name5,kube-system,aws_master,i-55555558,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,3497.076,3600,3600,10436770529280.0,7730941132800,15461882265600,4,14400,8589934592,30923764531200,label_environment:prod|label_app:master|label_version:master
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name6,openshift,aws_master,i-55555558,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,1626.876,3600,3600,5798205849600.0,7730941132800,7730941132800,4,14400,8589934592,30923764531200,label_environment:dev|label_app:master|label_version:master
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_apiserver,openshift-kube-apiserver,aws_master,i-55555558,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,3545.172,3600,3600,6146098200576.0,7730941132800,7730941132800,4,14400,8589934592,30923764531200,
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1a,install-test,aws_compute1,i-55555555,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,982.116,3600,3600,13374528159744.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:dev|label_app:install-test|label_version:prod|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1b,install-test,aws_compute1,i-55555555,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,1901.592,3600,3600,12446815223808.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:alpha|label_app:install-test|label_version:prod|label_qa:approved|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2a,catalog,aws_compute1,i-55555555,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,1607.58,3600,3600,15113989914624.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:dev|label_app:catalog|label_version:prod
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2b,catalog,aws_compute1,i-55555555,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,2305.8360000000002,3600,3600,12949326397440.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:dev|label_app:catalog|label_version:prod|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3a,cost-management,aws_compute2,i-55555556,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,324.684,3600,3600,15307263442944.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:cost|label_version:beta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3b,cost-management,aws_compute2,i-55555556,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,2383.128,3600,3600,12794707574784.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:cost|label_version:beta|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4a,analytics,aws_compute3,i-55555557,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,4630.716,7200,7200,4522600562688.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:prod|label_app:analytics|label_version:gamma
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4b,analytics,aws_compute3,i-55555557,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,673.164,7200,7200,7808250544128.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:prod|label_app:analytics|label_version:gamma|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name5,kube-system,aws_master,i-55555558,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,1403.424,3600,3600,15229954031616.0,7730941132800,15461882265600,4,14400,8589934592,30923764531200,label_environment:prod|label_app:master|label_version:master
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name6,openshift,aws_master,i-55555558,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,2243.7360000000003,3600,3600,6455335845888.0,7730941132800,7730941132800,4,14400,8589934592,30923764531200,label_environment:dev|label_app:master|label_version:master
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_apiserver,openshift-kube-apiserver,aws_master,i-55555558,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,2980.476,3600,3600,4793183502336.0,7730941132800,7730941132800,4,14400,8589934592,30923764531200,
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1a,install-test,aws_compute1,i-55555555,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,2215.404,3600,3600,12794707574784.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:dev|label_app:install-test|label_version:prod|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1b,install-test,aws_compute1,i-55555555,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,1030.932,3600,3600,11055245819904.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:alpha|label_app:install-test|label_version:prod|label_qa:approved|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2a,catalog,aws_compute1,i-55555555,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,3047.8320000000003,3600,3600,5991479377920.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:dev|label_app:catalog|label_version:prod
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2b,catalog,aws_compute1,i-55555555,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,2826.9359999999997,3600,3600,13103945220096.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:dev|label_app:catalog|label_version:prod|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3a,cost-management,aws_compute2,i-55555556,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,3212.208,3600,3600,6068788789248.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:cost|label_version:beta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3b,cost-management,aws_compute2,i-55555556,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,1289.88,3600,3600,12717398163456.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:cost|label_version:beta|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4a,analytics,aws_compute3,i-55555557,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,3969.1440000000002,7200,7200,13954348744704.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:prod|label_app:analytics|label_version:gamma
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4b,analytics,aws_compute3,i-55555557,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,6775.812,7200,7200,10939281702912.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:prod|label_app:analytics|label_version:gamma|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name5,kube-system,aws_master,i-55555558,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,364.032,3600,3600,4909147619328.0,7730941132800,15461882265600,4,14400,8589934592,30923764531200,label_environment:prod|label_app:master|label_version:master
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name6,openshift,aws_master,i-55555558,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,505.26,3600,3600,6725918785536.0,7730941132800,7730941132800,4,14400,8589934592,30923764531200,label_environment:dev|label_app:master|label_version:master
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_apiserver,openshift-kube-apiserver,aws_master,i-55555558,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,1105.524,3600,3600,7189775253504.0,7730941132800,7730941132800,4,14400,8589934592,30923764531200,
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1a,install-test,aws_compute1,i-55555555,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,3136.6440000000002,3600,3600,4870492913664.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:dev|label_app:install-test|label_version:prod|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1b,install-test,aws_compute1,i-55555555,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,1990.2599999999998,3600,3600,5682241732608.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:alpha|label_app:install-test|label_version:prod|label_qa:approved|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2a,catalog,aws_compute1,i-55555555,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,776.376,3600,3600,13683765805056.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:dev|label_app:catalog|label_version:prod
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2b,catalog,aws_compute1,i-55555555,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,1142.82,3600,3600,10668698763264.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:dev|label_app:catalog|label_version:prod|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3a,cost-management,aws_compute2,i-55555556,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,3120.8759999999997,3600,3600,8310761717760.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:cost|label_version:beta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3b,cost-management,aws_compute2,i-55555556,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,1070.46,3600,3600,4870492913664.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:cost|label_version:beta|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4a,analytics,aws_compute3,i-55555557,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,5035.212,7200,7200,12987981103104.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:prod|label_app:analytics|label_version:gamma
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4b,analytics,aws_compute3,i-55555557,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,2825.676,7200,7200,6455335845888.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:prod|label_app:analytics|label_version:gamma|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name5,kube-system,aws_master,i-55555558,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,2446.38,3600,3600,13761075216384.0,7730941132800,15461882265600,4,14400,8589934592,30923764531200,label_environment:prod|label_app:master|label_version:master
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name6,openshift,aws_master,i-55555558,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,2976.264,3600,3600,7073811136512.0,7730941132800,7730941132800,4,14400,8589934592,30923764531200,label_environment:dev|label_app:master|label_version:master
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_apiserver,openshift-kube-apiserver,aws_master,i-55555558,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,1088.7839999999999,3600,3600,4793183502336.0,7730941132800,7730941132800,4,14400,8589934592,30923764531200,
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1a,install-test,aws_compute1,i-55555555,2023-10-01 05:00:00 +0000 UTC,2023-10-01 05:59:59 +0000 UTC,1814.652,3600,3600,5257039970304.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:dev|label_app:install-test|label_version:prod|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1b,install-test,aws_compute1,i-55555555,2023-10-01 05:00:00 +0000 UTC,2023-10-01 05:59:59 +0000 UTC,199.692,3600,3600,7808250544128.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:alpha|label_app:install-test|label_version:prod|label_qa:approved|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2a,catalog,aws_compute1,i-55555555,2023-10-01 05:00:00 +0000 UTC,2023-10-01 05:59:59 +0000 UTC,364.608,3600,3600,13877039333376.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:dev|label_app:catalog|label_version:prod
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2b,catalog,aws_compute1,i-55555555,2023-10-01 05:00:00 +0000 UTC,2023-10-01 05:59:59 +0000 UTC,3350.9880000000003,3600,3600,13142599925760.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:dev|label_app:catalog|label_version:prod|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3a,cost-management,aws_compute2,i-55555556,2023-10-01 05:00:00 +0000 UTC,2023-10-01 05:59:59 +0000 UTC,2127.924,3600,3600,10088878178304.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:cost|label_version:beta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3b,cost-management,aws_compute2,i-55555556,2023-10-01 05:00:00 +0000 UTC,2023-10-01 05:59:59 +0000 UTC,578.7,3600,3600,7305739370496.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:cost|label_version:beta|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4a,analytics,aws_compute3,i-55555557,2023-10-01 05:00:00 +0000 UTC,2023-10-01 05:59:59 +0000 UTC,1734.588,7200,7200,6300717023232.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:prod|label_app:analytics|label_version:gamma
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4b,analytics,aws_compute3,i-55555557,2023-10-01 05:00:00 +0000 UTC,2023-10-01 05:59:59 +0000 UTC,5125.356,7200,7200,14302241095680.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:prod|label_app:analytics|label_version:gamma|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name5,kube-system,aws_master,i-55555558,2023-10-01 05:00:00 +0000 UTC,2023-10-01 05:59:59 +0000 UTC,1159.272,3600,3600,4252017623040.0005,7730941132800,15461882265600,4,14400,8589934592,30923764531200,label_environment:prod|label_app:master|label_version:master
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name6,openshift,aws_master,i-55555558,2023-10-01 05:00:00 +0000 UTC,2023-10-01 05:59:59 +0000 UTC,3460.608,3600,3600,6416681140224.0,7730941132800,7730941132800,4,14400,8589934592,30923764531200,label_environment:dev|label_app:master|label_version:master
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_apiserver,openshift-kube-apiserver,aws_master,i-55555558,2023-10-01 05:00:00 +0000 UTC,2023-10-01 05:59:59 +0000 UTC,886.7520000000001,3600,3600,6493990551552.0,7730941132800,7730941132800,4,14400,8589934592,30923764531200,
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1a,install-test,aws_compute1,i-55555555,2023-10-01 06:00:00 +0000 UTC,2023-10-01 06:59:59 +0000 UTC,1316.016,3600,3600,7189775253504.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:dev|label_app:install-test|label_version:prod|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1b,install-test,aws_compute1,i-55555555,2023-10-01 06:00:00 +0000 UTC,2023-10-01 06:59:59 +0000 UTC,1276.92,3600,3600,11132555231232.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:alpha|label_app:install-test|label_version:prod|label_qa:approved|label_dashed-key-on-aws:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2a,catalog,aws_compute1,i-55555555,2023-10-01 06:00:00 +0000 UTC,2023-10-01 06:59:59 +0000 UTC,941.544,3600,3600,10630044057600.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:dev|label_app:catalog|label_version:prod
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2b,catalog,aws_compute1,i-55555555,2023-10-01 06:00:00 +0000 UTC,2023-10-01 06:59:59 +0000 UTC,240.84,3600,3600,10204842295296.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:dev|label_app:catalog|label_version:prod|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3a,cost-management,aws_compute2,i-55555556,2023-10-01 06:00:00 +0000 UTC,2023-10-01 06:59:59 +0000 UTC,235.8,3600,3600,11016591114240.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:cost|label_version:beta
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3b,cost-management,aws_compute2,i-55555556,2023-10-01 06:00:00 +0000 UTC,2023-10-01 06:59:59 +0000 UTC,2086.488,3600,3600,12253541695488.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:cost|label_version:beta|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4a,analytics,aws_compute3,i-55555557,2023-10-01 06:00:00 +0000 UTC,2023-10-01 06:59:59 +0000 UTC,1027.116,7200,7200,7614977015808.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:prod|label_app:analytics|label_version:gamma
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4b,analytics,aws_compute3,i-55555557,2023-10-01 06:00:00 +0000 UTC,2023-10-01 06:59:59 +0000 UTC,5874.732,7200,7200,7846905249791.999,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:prod|label_app:analytics|label_version:gamma|label_qa:approved
