report_period_start,report_period_end,pod,namespace,node,resource_id,interval_start,interval_end,pod_usage_cpu_core_seconds,pod_request_cpu_core_seconds,pod_limit_cpu_core_seconds,pod_usage_memory_byte_seconds,pod_request_memory_byte_seconds,pod_limit_memory_byte_seconds,node_capacity_cpu_cores,node_capacity_cpu_core_seconds,node_capacity_memory_bytes,node_capacity_memory_byte_seconds,pod_labels
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name6a,openshift,azure_master,i-99999998,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,2126.664,3600,3600,12446815223808.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,label_environment:Jupiter|label_app:Sombrero|label_version:Sombrero
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name6b,openshift,azure_master,i-99999998,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,3013.776,3600,3600,7537667604480.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,label_environment:Jupiter|label_app:Sombrero|label_version:Sombrero|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_apiserver,openshift-kube-apiserver,azure_master,i-99999998,2023-10-01 00:00:00 +0000 UTC,2023-10-01 00:59:59 +0000 UTC,2461.032,3600,3600,10398115823616.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1a,mobile,azure_compute1,i-99999995,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,2494.764,3600,3600,5798205849600.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars|label_dashed-key-on-azure:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1b,mobile,azure_compute1,i-99999995,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,1444.536,3600,3600,9663676416000.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars|label_qa:approved|label_dashed-key-on-azure:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2a,news-site,azure_compute1,i-99999995,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,261.64799999999997,3600,3600,8890582302720.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2b,news-site,azure_compute1,i-99999995,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,2525.796,3600,3600,4754528796672.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3a,banking,azure_compute2,i-99999996,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,2614.716,3600,3600,9470402887680.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:banking|label_version:MilkyWay
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3b,banking,azure_compute2,i-99999996,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,1083.42,3600,3600,15152644620288.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:banking|label_version:MilkyWay|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4a,weather,azure_compute3,i-99999997,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,3948.1919999999996,7200,7200,7614977015808.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:Mars|label_app:weather|label_version:Andromeda
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4b,weather,azure_compute3,i-99999997,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,4806.684,7200,7200,6300717023232.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:Mars|label_app:weather|label_version:Andromeda|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name5a,kube-system,azure_master,i-99999998,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,3072.4919999999997,3600,3600,10784662880256.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,label_environment:Mars|label_app:Sombrero|label_version:Sombrero
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name5b,kube-system,azure_master,i-99999998,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,303.084,3600,3600,6146098200576.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,label_environment:Mars|label_app:Sombrero|label_version:Sombrero|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name6a,openshift,azure_master,i-99999998,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,1003.5720000000001,3600,3600,6841882902528.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,label_environment:Jupiter|label_app:Sombrero|label_version:Sombrero
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name6b,openshift,azure_master,i-99999998,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,3181.788,3600,3600,6571299962880.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,label_environment:Jupiter|label_app:Sombrero|label_version:Sombrero|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_apiserver,openshift-kube-apiserver,azure_master,i-99999998,2023-10-01 01:00:00 +0000 UTC,2023-10-01 01:59:59 +0000 UTC,3241.98,3600,3600,13722420510720.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1a,mobile,azure_compute1,i-99999995,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,1759.176,3600,3600,7073811136512.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars|label_dashed-key-on-azure:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1b,mobile,azure_compute1,i-99999995,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,269.31600000000003,3600,3600,14727442857984.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars|label_qa:approved|label_dashed-key-on-azure:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2a,news-site,azure_compute1,i-99999995,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,1048.9679999999998,3600,3600,8504035246080.001,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2b,news-site,azure_compute1,i-99999995,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,1735.704,3600,3600,8426725834752.001,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3a,banking,azure_compute2,i-99999996,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,1079.424,3600,3600,4870492913664.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:banking|label_version:MilkyWay
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3b,banking,azure_compute2,i-99999996,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,3457.152,3600,3600,12176232284160.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:banking|label_version:MilkyWay|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4a,weather,azure_compute3,i-99999997,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,5486.472,7200,7200,6146098200576.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:Mars|label_app:weather|label_version:Andromeda
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4b,weather,azure_compute3,i-99999997,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,6519.132,7200,7200,12098922872832.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:Mars|label_app:weather|label_version:Andromeda|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name5a,kube-system,azure_master,i-99999998,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,314.064,3600,3600,7885559955456.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,label_environment:Mars|label_app:Sombrero|label_version:Sombrero
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name5b,kube-system,azure_master,i-99999998,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,1132.236,3600,3600,5798205849600.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,label_environment:Mars|label_app:Sombrero|label_version:Sombrero|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name6a,openshift,azure_master,i-99999998,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,3202.056,3600,3600,11441792876544.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,label_environment:Jupiter|label_app:Sombrero|label_version:Sombrero
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name6b,openshift,azure_master,i-99999998,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,2424.4559999999997,3600,3600,5875515260928.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,label_environment:Jupiter|label_app:Sombrero|label_version:Sombrero|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_apiserver,openshift-kube-apiserver,azure_master,i-99999998,2023-10-01 02:00:00 +0000 UTC,2023-10-01 02:59:59 +0000 UTC,88.56,3600,3600,11055245819904.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1a,mobile,azure_compute1,i-99999995,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,1731.456,3600,3600,8078833483775.999,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars|label_dashed-key-on-azure:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1b,mobile,azure_compute1,i-99999995,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,1956.2759999999998,3600,3600,8542689951744.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars|label_qa:approved|label_dashed-key-on-azure:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2a,news-site,azure_compute1,i-99999995,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,2749.176,3600,3600,15423227559936.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2b,news-site,azure_compute1,i-99999995,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,258.588,3600,3600,3942779977728.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3a,banking,azure_compute2,i-99999996,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,2586.456,3600,3600,12369505812480.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:banking|label_version:MilkyWay
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3b,banking,azure_compute2,i-99999996,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,3554.748,3600,3600,15036680503296.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:banking|label_version:MilkyWay|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4a,weather,azure_compute3,i-99999997,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,6031.764,7200,7200,13219909337088.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:Mars|label_app:weather|label_version:Andromeda
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4b,weather,azure_compute3,i-99999997,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,1403.28,7200,7200,7692286427136.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:Mars|label_app:weather|label_version:Andromeda|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name5a,kube-system,azure_master,i-99999998,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,3258.0,3600,3600,9818295238656.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,label_environment:Mars|label_app:Sombrero|label_version:Sombrero
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name5b,kube-system,azure_master,i-99999998,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,1976.328,3600,3600,7730941132800.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,label_environment:Mars|label_app:Sombrero|label_version:Sombrero|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name6a,openshift,azure_master,i-99999998,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,1534.608,3600,3600,15113989914624.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,label_environment:Jupiter|label_app:Sombrero|label_version:Sombrero
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name6b,openshift,azure_master,i-99999998,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,1544.328,3600,3600,8658654068736.001,7730941132800,15461882265600,6,21600,21474836480,77309411328000,label_environment:Jupiter|label_app:Sombrero|label_version:Sombrero|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_apiserver,openshift-kube-apiserver,azure_master,i-99999998,2023-10-01 03:00:00 +0000 UTC,2023-10-01 03:59:59 +0000 UTC,2102.04,3600,3600,15345918148608.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1a,mobile,azure_compute1,i-99999995,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,1528.56,3600,3600,5373004087296.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars|label_dashed-key-on-azure:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1b,mobile,azure_compute1,i-99999995,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,971.172,3600,3600,8272107012096.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars|label_qa:approved|label_dashed-key-on-azure:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2a,news-site,azure_compute1,i-99999995,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,2161.224,3600,3600,9586367004672.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2b,news-site,azure_compute1,i-99999995,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,2753.28,3600,3600,7499012898816.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3a,banking,azure_compute2,i-99999996,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,2952.252,3600,3600,13490492276736.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:banking|label_version:MilkyWay
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3b,banking,azure_compute2,i-99999996,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,3516.408,3600,3600,8504035246080.001,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:banking|label_version:MilkyWay|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4a,weather,azure_compute3,i-99999997,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,3026.4840000000004,7200,7200,4986457030656.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:Mars|label_app:weather|label_version:Andromeda
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4b,weather,azure_compute3,i-99999997,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,1540.476,7200,7200,10320806412288.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:Mars|label_app:weather|label_version:Andromeda|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name5a,kube-system,azure_master,i-99999998,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,2384.964,3600,3600,4174708211712.0005,7730941132800,15461882265600,6,21600,21474836480,77309411328000,label_environment:Mars|label_app:Sombrero|label_version:Sombrero
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name5b,kube-system,azure_master,i-99999998,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,2830.428,3600,3600,7421703487488.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,label_environment:Mars|label_app:Sombrero|label_version:Sombrero|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name6a,openshift,azure_master,i-99999998,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,679.86,3600,3600,15075335208960.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,label_environment:Jupiter|label_app:Sombrero|label_version:Sombrero
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name6b,openshift,azure_master,i-99999998,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,2949.084,3600,3600,8697308774400.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,label_environment:Jupiter|label_app:Sombrero|label_version:Sombrero|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_apiserver,openshift-kube-apiserver,azure_master,i-99999998,2023-10-01 04:00:00 +0000 UTC,2023-10-01 04:59:59 +0000 UTC,583.848,3600,3600,13374528159744.0,7730941132800,15461882265600,6,21600,21474836480,77309411328000,
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1a,mobile,azure_compute1,i-99999995,2023-10-01 05:00:00 +0000 UTC,2023-10-01 05:59:59 +0000 UTC,153.576,3600,3600,8967891714048.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars|label_dashed-key-on-azure:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name1b,mobile,azure_compute1,i-99999995,2023-10-01 05:00:00 +0000 UTC,2023-10-01 05:59:59 +0000 UTC,2324.772,3600,3600,14804752269312.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars|label_qa:approved|label_dashed-key-on-azure:dashed-value
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2a,news-site,azure_compute1,i-99999995,2023-10-01 05:00:00 +0000 UTC,2023-10-01 05:59:59 +0000 UTC,1992.168,3600,3600,13954348744704.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name2b,news-site,azure_compute1,i-99999995,2023-10-01 05:00:00 +0000 UTC,2023-10-01 05:59:59 +0000 UTC,623.556,3600,3600,6068788789248.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:Jupiter|label_app:mobile|label_version:Mars|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3a,banking,azure_compute2,i-99999996,2023-10-01 05:00:00 +0000 UTC,2023-10-01 05:59:59 +0000 UTC,2947.428,3600,3600,13297218748416.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:banking|label_version:MilkyWay
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name3b,banking,azure_compute2,i-99999996,2023-10-01 05:00:00 +0000 UTC,2023-10-01 05:59:59 +0000 UTC,3172.536,3600,3600,11944304050176.0,7730941132800,15461882265600,4,14400,17179869184,61847529062400,label_environment:qe|label_app:banking|label_version:MilkyWay|label_qa:approved
2023-10-01 00:00:00 +0000 UTC,2023-11-01 00:00:00 +0000 UTC,pod_name4a,weather,azure_compute3,i-99999997,2023-10-01 05:00:00 +0000 UTC,2023-10-01 05:59:59 +0000 UTC,3942.5759999999996,7200,7200,10668698763264.0,15461882265600,15461882265600,4,14400,17179869184,61847529062400,label_environment:Mars|label_app:weather|label_version:Andromeda
